property_name,property_type,link,sector,society,price,price_per_sqft,bedRoom,bathroom,balcony,additionalRoom,floorNum,agePossession,description,property_id,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type
3 BHK Flat in Sector 61 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-smart-world-orchard-sector-61-gurgaon-1640-sq-ft-spid-I69547932,sector 61,smart world orchard,2.54,15497.0,3.0,3.0,3,store room,2.0,Under Construction,Location and build quality and m3m brand,I69547932,1639.0,0.0,0.0,1.0,0.0,0.0,0.0
3 BHK Flat in Sector 48 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-central-park-resort-belgravia-residences-sector-48-gurgaon-2880-sq-ft-spid-E68802270,sector 48,central park resort belgravia residences,6.25,24300.0,3.0,5.0,3+,servant room,5.0,Moderately Old,"Situated in sector 48 gurgaon, central park resort belgravia residences is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in gurgaon is your opportunity to be a part of this community. The flat is over 2880 sq.Ft. Carpet area and comes with 3 bedroom(s), 5 bathrooms and more than 3 balconies. The flat has a total of 17 floors and this property is situated on 5th floor. As the project is already ready to move, so you can easily move into this 5-10 years old property.",E68802270,3200.0,0.0,1.0,0.0,0.0,0.0,2.0
6 Bedroom House for sale in Palam Vihar,house,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-palam-vihar-gurgaon-2430-sq-ft-r5-spid-K58587490,sector 2,independent,4.95,20370.0,6.0,5.0,3+,servant room,3.0,Relatively New,"Two years old constructed independent house 9 bhk with stilt parking + lift provision. Floor wise constructed (3 floors) 3 bhk accommodation with drawing/dinning attached bathrooms on each floor. West facing property. Modular kitchen on each floor. Wordrobes in all the bedrooms. Vertified tiles flooring the property is close to dsoi club, ansal plaza mall, columbia asia hospital, global foyer, market.",K58587490,2430.0,0.0,1.0,0.0,0.0,0.0,0.0
4 BHK Flat in Sector 65 Gurgaon,flat,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-emerald-floors-premier-sector-65-gurgaon-1975-sq-ft-r1-spid-J66252998,sector 65,emaar mgf emerald floors premier,2.9,14684.0,4.0,4.0,3+,"study room,servant room",4.0,Relatively New,"Located in the popular residential address of sector-65 gurgaon, emaar mgf emerald floors premier is one of the most preferred destination for apartments in gurgaon. This 4 bhk flat is your ticket to be a part of this community. This property faces the south-East direction. The flat is over 1975 sq.Ft. Super built up area and comes with 4 bedroom(s), 4 bathrooms and more than 3 balconies. The residential building has 4 floors in total and the flat for sale is located on the top floor. This is a ready to move project and the property is 1-5 years old. The beautifully designed vitrified flooring enhances the beauty of the flat. The flat will offer a modern lifestyle as it is presented with many of the amenities such as swimming pool, shopping centre, club house / community center, fitness centre / gym, park, lift(s), maintenance staff, visitor parking, water softening plant and security personnel. The society provides continuous water supply from municipal corporation.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
No power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",J66252998,1975.0,1.0,1.0,0.0,0.0,0.0,2.0
2 BHK Flat in Sector 88A Gurgaon,flat,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-godrej-oasis-sector-88-a-gurgaon-1731-sq-ft-r1-spid-I63299060,sector 88a,godrej oasis,1.45,8367.0,2.0,2.0,3+,study room,9.0,Relatively New,"Looking for a 2.5 bhk property for sale in gurga? Buy this 2 bhk apartment in godrej oasis that is situated in sector-88a gurgaon, gurgaon. Containing 2 bathrooms and 4 balconies, this apartment is spread over an super built up area of 1616 sq.Ft.. This flat lies on the 9th level of a 15 storey apartment building. An added advantage of this 1-5 year(s) old apartment is that it is available for immediate possession as the project is already ready to move.",I63299060,133.0,1.0,0.0,0.0,0.0,0.0,1.0
3 BHK Flat in Sector 90 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-regal-gardens-sector-90-gurgaon-1744-sq-ft-spid-P69882830,sector 90,dlf regal gardens,1.23,7053.0,3.0,3.0,2,others,19.0,Relatively New,"Dlf regal gardens is one of the most popular destination for buying apartments/ flats in sector 90 gurgaon. You too can be a part of this society by purchasing this 3 bhk flat here. The flat is over 1744 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 2 balconies. This flat lies on the 19th level of a 29 storey building. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move.",P69882830,1580.0,0.0,0.0,0.0,0.0,1.0,0.0
3 BHK Flat in Sector 70A Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bptp-astaire-gardens-sector-70-a-gurgaon-1480-sq-ft-r10-spid-R41492057,sector 70a,bptp astaire gardens,0.97,6585.0,3.0,3.0,3+,others,1.0,Relatively New,"An east facing 3 bhk resale flat is available in the promising locality of sector-70a, gurgaon. It is a ready to move in spacious flat and is located on the 1st floor. Every single detail of the flat is carefully designed. This feng shui/vaastu compliant property offers quality specifications such as club house/community center, fitness centre/gym, intercom facility, swimming pool, park, internet/wi-Fi connectivity, visitor parking, water storage and security/fire alarm. It is a gated society flat. It provides a spectacular view of the park/garden, main road, club and pool. The apartment is priced at rs. 8700000 (Rs. 5879 per sq. Ft. ). It is a freehold property, with a super built-Up area of 1480 sq. Ft. The property price is all inclusive. It has 3 bathroom(s). The flat comprises of more than 3 balcony(s) and has marble flooring. 0 covered parking and 1 open parking. Full power back up. 24x7 water supply from municipal corporation. 
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",R41492057,1341.0,0.0,0.0,0.0,0.0,1.0,0.0
3 BHK Flat in Sector-33 Sohna,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-nature-plus-sector-33-sohna-gurgaon-1996-sq-ft-spid-S68634010,sector 33,godrej nature plus,1.75,8768.0,3.0,3.0,0,not available,2.0,Under Construction,Best in class property available at sector 33 sohna location in gurgaon,S68634010,1996.0,0.0,0.0,0.0,0.0,0.0,0.0
3 BHK Flat in DLF Phase 4,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-regency-park-2-dlf-city-phase-4-gurgaon-1777-sq-ft-spid-T69621608,sector 28,dlf regency park,2.35,13225.0,3.0,3.0,2,servant room,18.0,Old Property,"3 bhk with the servant room is available for sale in regency park 2, dlf phase 4",T69621608,1610.0,0.0,1.0,0.0,0.0,0.0,0.0
4 BHK Flat in Sector 102 Gurgaon,flat,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-conscient-heritage-max-sector-102-gurgaon-2860-sq-ft-spid-M67522174,sector 102,conscient heritage max,3.0,10490.0,4.0,4.0,3+,others,7.0,Relatively New,"80 percent occupancy, low density, 75 percent open area sports society. School,college shoping market at walking distance dwarka expressway very nearer",M67522174,3178.0,0.0,0.0,0.0,0.0,1.0,2.0
4 BHK Flat in Sector 95 Gurgaon,flat,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-siddhartha-apartment-sector-95-gurgaon-2542-sq-ft-r2-spid-A59296758,sector 95,siddhartha apartment,1.1,4327.0,4.0,3.0,3,"servant room,others",9.0,Relatively New,Only two flats on each floor makes it open from three sides. Very good view from all three balconies and kitchen window. 4 b/r 3 bathrooms ( +servant room with toilet). Master bedroom with wooden flooring.,A59296758,2824.0,0.0,1.0,0.0,0.0,1.0,0.0
3 BHK Flat in Sector 49 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-orchid-petals-sector-49-gurgaon-2061-sq-ft-spid-H69607876,sector 49,orchid petals,2.51,12179.0,3.0,3.0,3+,study room,7.0,Old Property,"This 3 bhk flat is located in orchid petals, which houses some of the most spacious flats in sector 49 gurgaon. This is a east-Facing property. Containing 3 bedroom(s), 3 bathrooms and more than 3 balconies, this flat is spread over a super built up area of 2061 sq.Ft. The property is located on the 7th floor of a 14 floors tall building. This 10+ years old property is available for immediate possession as the project is ready to move. The marble flooring of this flat is beautifully designed and helps to give it a pleasing look. Many of the modern amenities being offered, like swimming pool, water softening plant, security personnel, maintenance staff, shopping centre, club house / community center, fitness centre / gym, park and lift(s), will provide a pleasant living experience for you. The project provides access to clean water through municipal corporation supply.",H69607876,2061.0,1.0,0.0,0.0,0.0,0.0,2.0
2 BHK Flat in Sector 84 Gurgaon,flat,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-spaze-privy-at4-sector-84-gurgaon-1610-sq-ft-r1-spid-S69262092,sector 84,spaze privy at,1.2,7453.0,2.0,2.0,3,study room,3.0,Relatively New,"Park facing, three side open, sunlight in winter, summer . Middle floor. 
Modular kitchen, wardrobe, false seiling. 
Ready to move premium property.",S69262092,1458.0,1.0,0.0,0.0,0.0,0.0,2.0
3 BHK Flat in Sector 111 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-puri-diplomatic-greens-sector-111-gurgaon-2200-sq-ft-spid-C69922374,sector 111,puri diplomatic greens,2.58,11727.0,3.0,4.0,2,servant room,10.0,Moderately Old,"This 3 bhk apartment is available for sale in puri diplomatic greens, one of the most prominent projects for flats in sector 111 gurgaon. This residential flat is north-Facing direction. The floor plan additionally contains 3 bedroom(s), 4 bathrooms and 2 balconies. All in all, the flat is spread over a super built up area of 2200 sq.Ft. This flat is situated on the 10th floor of this 21 floors tall residential building. This is a ready to move project and the property is 5-10 years old. The floor of this flat is beautifully designed using vitrified flooring, giving the flat an alluring look. Puri diplomatic greens is designed very well to provide modern facilities such as swimming pool, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), maintenance staff, visitor parking and water softening plant. The residential project is well equipped to meet all your water needs through access to municipal corporation supply.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",C69922374,2200.0,0.0,1.0,0.0,0.0,0.0,0.0
3 BHK Flat in Sector 107 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-signature-global-solera-sector-107-gurgaon-1050-sq-ft-r5-spid-R55119848,sector 107,signature global solera,0.5,4762.0,3.0,2.0,2,others,5.0,Relatively New,"A 3 bedroom resale flat, located in sector-107, gurgaon, is available. It is a ready to move in flat located in signature global solera. Situated in a prominent locality, it is a 1-5 year old, which is in its prime condition. The flat is on the 8th floor of the building. Aesthetically designed, this property has 2 bathroom(s). The property also has 2balcony(s). The flat has a good view of the locality. The flat is a freehold property and has a super built-Up area of 1050. 0 sq. Ft. The flat offers good security. The unit has 1 open parking.
 
 
 
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",R55119848,850.0,0.0,0.0,0.0,0.0,1.0,0.0
2 BHK Flat in Sector 113 Gurgaon,flat,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-la-vida-by-tata-housing-sector-113-gurgaon-1276-sq-ft-r4-spid-F60843478,sector 113,la vida by tata housing,1.45,11364.0,2.0,2.0,2,not available,6.0,Relatively New,"Tata la vida sec-113 gurgaon, call now for best deals. Tata la vida - A life that offers a world of amenities but is still comfortably within. Dwarka metro station. Delhi public school. Igi airport. Sector 113 in gurgaon. Ansal plaz.
 
 
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",F60843478,1080.0,0.0,0.0,0.0,0.0,0.0,0.0
4 BHK Flat in Sector 92 Gurgaon,flat,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-sare-crescent-parc-royal-greens-phase-1-sector-92-gurgaon-1897-sq-ft-spid-U68713020,sector 92,sare crescent parc royal greens phase 1,0.95,5008.0,4.0,5.0,3+,servant room,4.0,Moderately Old,Attached bath spacious rooms. Big drawing dining. Facing main road.,U68713020,1718.0,0.0,1.0,0.0,0.0,0.0,0.0
1 Bedroom House for sale in Rajiv Nagar,house,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-rajiv-nagar-gurgaon-936-sq-ft-spid-P69474434,sector 13,independent,0.45,4808.0,1.0,1.0,0,not available,1.0,Old Property,Best in class property available at rajiv nagar location in gurgaon,P69474434,936.0,0.0,0.0,0.0,0.0,0.0,0.0
4 BHK Flat in Sector 60 Gurgaon,flat,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-ireo-skyon-sector-60-gurgaon-2800-sq-ft-spid-X69205630,sector 60,ireo skyon,3.7,13214.0,4.0,5.0,3,servant room,10.0,Relatively New,"Ireo skyon is one of the most popular destination for buying apartments/ flats in sector 60 gurgaon. You too can be a part of this society by purchasing this 4 bhk flat here. This is a east-Facing property. Constructed on a super built up area of 2800 sq.Ft., the flat comprises 4 bedroom(s), 5 bathrooms and 3 balconies. The residential building has 39 floors in total and the flat for sale is located on the 10th floor. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move. The beautifully designed wood flooring enhances the beauty of the flat. The society is well equipped with many modern amenities, including swimming pool, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), maintenance staff, visitor parking, water softening plant and shopping centre. The residential project is well equipped to meet all your water needs through access to borewell/tank and municipal corporation supply.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",X69205630,2536.0,0.0,1.0,0.0,0.0,0.0,2.0
2 BHK Flat in Sector 73 Gurgaon,flat,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-today-callidora-sector-73-gurgaon-1300-sq-ft-spid-F70004456,sector 73,today callidora,1.0,7692.0,2.0,2.0,2,not available,13.0,New Property,Best in class property available at sector 73 location in gurgaon,F70004456,1444.0,0.0,0.0,0.0,0.0,0.0,0.0
3 BHK Flat in Sector 91 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tarc-maceo-sector-91-gurgaon-2320-sq-ft-spid-Q69871530,sector 91,tarc maceo,1.5,6466.0,3.0,4.0,3+,"study room,servant room",3.0,Relatively New,"This 3 bhk apartment is available for sale in tarc maceo, one of the most prominent projects for flats in sector 91 gurgaon. The flat is north-West-Facing. Containing 3 bedroom(s), 4 bathrooms and more than 3 balconies, this flat is spread over a super built up area of 2320 sq.Ft. The residential building has 13 floors in total and the flat for sale is located on the 3rd floor. As the project is already ready to move, so you can easily move into this 1-5 years old property. The flat comes well built with ceramic flooring options. This residential property is situated near close to school, close to hospital and close to market. All the modern amenities such as swimming pool, grocery shop, security personnel, maintenance staff, cctv surveillance, club house / community center, fitness centre / gym, lift(s), park, visitor parking and shopping centre will make life easier for you. Municipal corporation and borewell/tank provides a regular supply of water to this residential project.",Q69871530,1787.0,1.0,1.0,0.0,0.0,0.0,0.0
4 BHK Flat in DLF Phase 5,flat,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-royalton-tower-dlf-city-phase-5-gurgaon-2997-sq-ft-spid-I69118750,sector 43,dlf royalton tower,6.5,20687.0,4.0,4.0,3+,servant room,9.0,Moderately Old,"We are the proud owners of this 4 bhk apartment available in dlf royalton tower, dlf phase 5, gurgaon. This it is a and the unit is located on 9th floor and has a super built-Up area of 2997 sq.Ft. . It has 4 bathroom(s) and more than 3 balcony(s). The ownership is freehold type.",I69118750,2715.0,0.0,1.0,0.0,0.0,0.0,0.0
2 BHK Flat in Sector 85 Gurgaon,flat,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ss-the-leaf-sector-85-gurgaon-1671-sq-ft-r1-spid-G66846598,sector 85,ss the leaf,1.05,6162.0,2.0,2.0,3+,store room,7.0,Relatively New,"Ss the leaf by ss group offers the plan that is 3-Sided open apartments for a 360 degree view in sector 85. 2bhk is available for sale. Middle floor and sun facing unit.
 
 Additional details :Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.",G66846598,1514.0,0.0,0.0,1.0,0.0,0.0,0.0
3 BHK Flat in Sector 49 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-orchid-petals-sector-49-gurgaon-2033-sq-ft-spid-P70125798,sector 49,orchid petals,2.35,11559.0,3.0,3.0,3,others,15.0,Relatively New,"Check out this 3 bhk apartment for sale in orchid petals, a popular residential project that houses in-Demand flats in sector 49 gurgaon. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 3 balconies. All in all, the flat is spread over a super built up area of 2033 sq.Ft. This flat is situated on the top floor of this 15 floors tall residential building. Being a ready to move project, you can expect immediate possession of this 1-5 years old property.",P70125798,2030.0,0.0,0.0,0.0,0.0,1.0,0.0
1 Bedroom House for sale in Palam Vihar Extension,house,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-palam-vihar-extension-gurgaon-900-sq-ft-spid-D66469458,sector 2,independent,0.7,7778.0,1.0,1.0,0,not available,1.0,Moderately Old,"4 bhk independent house for sale in gurgaon. This property is in palam vihar extension, which is a coveted investment location. This tastefully designed 4 bhk unit is among gurgaons best properties. No brokerage to be paid for this property. This 4 bhk property is posted directly by owner. Contact now for more details. The price of the independent house is rs 80.0 l. Monthly maintenance charges come to rs 0. It is best suited for all kinds of families. Because this property is spacious, with a built-Up area of 900 square feet. It has 5 bathroom and 4 bedrooms. Some of the very well-Known and reputed speciality hospitals like manipal hospital, palam vihar, gurugram, park hospital, palam vihar, and miracles mediclinic are just a walk away from this location om vihar, palam vihar extension, gurgaon",D66469458,900.0,0.0,0.0,0.0,0.0,0.0,0.0
2 BHK Flat in Sohna,flat,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-park-sohna-gurgaon-845-sq-ft-spid-Q69364724,sector nearby sohna road,signature global park,0.53,6295.0,2.0,2.0,2,pooja room,1.0,Relatively New,"Signature global park in sohna, gurgaon is a ready-To-Move housing society. It offers apartments and independent floors in varied budget range.
 Additional details :The apartment has borings water supply.
No power backup is available.
The society has dedicated security guards for every tower.",Q69364724,939.0,0.0,0.0,0.0,1.0,0.0,0.0
8 Bedroom House for sale in Saraswati Vihar,house,https://www.99acres.com/8-bhk-bedroom-independent-house-villa-for-sale-in-housing-board-colony-saraswati-vihar-gurgaon-900-sq-ft-spid-D68648118,sector 28,housing board colony,2.1,23333.0,2.0,8.0,3+,others,4.0,Moderately Old,"This is park facing 2 bhk on each floor ,maintained and constructed around 8 years back.Perdect for rental income and self living as well",D68648118,900.0,0.0,0.0,0.0,0.0,1.0,2.0
2 BHK Flat in Sector 99A Gurgaon,flat,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pareena-laxmi-apartments-sector-99-a-gurgaon-525-sq-ft-spid-H70058650,sector 99a,pareena laxmi apartments,0.31,5905.0,2.0,2.0,2,not available,6.0,New Property,It's east facing and middle floor(6th). Corner floor and not disturbing view with balcony. Sun light till the sun set. Near gated tower-4.,H70058650,583.0,0.0,0.0,0.0,0.0,0.0,0.0
12 Bedroom House for sale in Malibu Town,house,https://www.99acres.com/12-bhk-bedroom-independent-house-villa-for-sale-in-malibu-town-gurgaon-1620-sq-ft-spid-R69908864,sector 47,independent,6.09,33665.0,3.0,11.0,3+,pooja room,4.0,Moderately Old,"Not book file and no any financier game. Only direct party meeting (Broker excuse). Check cash flexi,loan approved project on sohna road 201 sq. Yard is the plot size,12 bhk with rental income of 1.70lac per month fully developed area, one of the best sectors in gurgaon, very good connectivity, metro station,having posh surroundings and lush green area well connected to n.H-8 & golf course extn. Road. Close to the residential, retail and commercial development on sohna road & nirvana country, world class schools shikshantar, the shri ram school, dps, heritage, pathways and gd goenka within 25 minutes driving distance, leading hospitals medicity, artemis, max, fortis, apollo, sir gangaram and batra hospital within 25 minutes driving distance, great connectivity with key points in ncr and 5 min. Drive to metro station and 15 min drive to indra gandhi international airportcontact us for best deals in gurgaon on best locations and projects like golf course road,golf course ext. Road,sohna road,south city-2, malibu town, sector-56 flats,sector-47 flats,vipul green sohna road flats,bestech park view city gurgaon flats, sector  57 flats, tulip white,tulip orange,tulip purple,unitech vista,unitech south park,sunbreez,gpl eaden height,chd avenue 71,spaze privy, plots in malibu town,emmar mgf emerald estate,emmar mgf floors,premier floors,marbella,palm garden,palm hills,palm terraces,premier terraces,premium floors,the enclave, palm spring,bestech park view spa next,sector-67,central park-2,victory vally,up town,skyon,grand arch,orchid petals,orchid island,sushant lok-2,sushant lok-3,cedar floors,woodstock floors,escape,close north,close south,m3m merlin,ansal escensia,2bhk for sale,2bhk for sale in gurgaon,3bhk for sale in gurgaon,fresco,residency,independent floors,flats 2bhk,flats 3 bhk,flats 2bhk servent,flats 2bhk study,flats 2 bhk study servent,flats 3bhk servent study,pioneer park, huda sector plots, sector-46,sector-45,sector-47,sector-48,sector-49,sector-50,sector-51,sector-52,sector-55,sector-56,sector-57,sector-61,sector-62,sector-65,sector-66,sector-69,sector-70,sector-71",R69908864,1809.0,0.0,0.0,0.0,1.0,0.0,1.0
3 BHK Flat in Sector 104 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-summit-sector-104-gurgaon-1800-sq-ft-spid-Q69640110,sector 104,godrej summit,1.05,5833.0,3.0,4.0,3+,servant room,7.0,Relatively New,"Godrej summit society is resort like society having 22 acre land parcel with 1157 flats with occupancy of apx.700 flats.This flat have 3bhk servant room with 4 acs,modular kitchen,wardrobe etc.
 Additional details :The apartment has munciple supply water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Partial power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",Q69640110,2000.0,0.0,1.0,0.0,0.0,0.0,2.0
3 BHK Flat in Sector 78 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-umang-monsoon-breeze-sector-78-gurgaon-1730-sq-ft-r1-spid-U61729278,sector 78,umang monsoon breeze,0.95,5491.0,3.0,3.0,2,not available,9.0,Relatively New,Good construction and well maintained society. Future growth and prospects are very high.Good sunlight and flat layout makes it a fantastic place to live.,U61729278,1730.0,0.0,0.0,0.0,0.0,0.0,2.0
3 BHK Flat in Sector 102 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-imperial-gardens-sector-102-gurgaon-2000-sq-ft-spid-M70002238,sector 102,emaar imperial gardens,1.92,9600.0,3.0,3.0,3,"pooja room,study room,servant room,store room",12.0,Relatively New,"Check out this 3 bhk apartment for sale in emaar imperial gardens, a popular residential project that houses in-Demand flats in sector 102 gurgaon. Containing 3 bedroom(s), 3 bathrooms and 3 balconies, this flat is spread over a carpet area of 2000 sq.Ft. This flat lies on the 12th level of a 14 storey building. This is a ready to move project and the property is 1-5 years old. The flat will offer a modern lifestyle as it is presented with many of the amenities such as swimming pool, security personnel, maintenance staff, shopping centre, club house / community center, fitness centre / gym, park, lift(s) and visitor parking.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",M70002238,2222.0,1.0,1.0,1.0,1.0,0.0,0.0
3 BHK Flat in Sector 79 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-supertech-araville-sector-79-gurgaon-1945-sq-ft-spid-U68283872,sector 79,supertech araville,1.45,7455.0,3.0,3.0,3,not available,3.0,Relatively New,Well maintained with aravali mountain view.,U68283872,2161.0,0.0,0.0,0.0,0.0,0.0,0.0
3 BHK Flat in Sector 79 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-mapsko-mount-ville-sector-79-gurgaon-1815-sq-ft-spid-S69041162,sector 79,mapsko mount ville,1.65,9091.0,3.0,3.0,0,not available,12.0,Relatively New,Best in class property available at sector 79 location in gurgaon,S69041162,1815.0,0.0,0.0,0.0,0.0,0.0,0.0
3 BHK Flat in Sector 80 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-frontier-sector-80-gurgaon-2262-sq-ft-spid-J69270018,sector 80,godrej frontier,1.4,6189.0,3.0,4.0,2,"servant room,pooja room",6.0,Moderately Old,"3 bhk flat available for sell in godrej frontier sector 80 gurgaon
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",J69270018,1922.0,0.0,1.0,0.0,1.0,0.0,0.0
1 Bedroom House for sale in Sector 108 Gurgaon,house,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-sector-108-gurgaon-2680-sq-ft-spid-K66384020,sector 108,independent,1.34,5000.0,1.0,1.0,0,not available,1.0,Relatively New,"3.5 bhk independent floor for sale in sector 108, gurgaon. This 3.5 bhk unit is available in sector 108 and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in sector 108. It is on floor 4. The total number of floors is 14. The price of this independent floor is rs 1.34 cr. Residents in this project also pay monthly maintenance charges of rs 0. The built-Up area is 2680 square feet. This property is at a walking distance from star hospital, sadar bazaar civil hospital, and esic dispensary. The citys best schools such as the shikshiyan school, site for primary school, and government school are near your residential property sector 108, gurgaon",K66384020,2680.0,0.0,0.0,0.0,0.0,0.0,0.0
2 Bedroom House for sale in Patel Nagar,house,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-patel-nagar-gurgaon-900-sq-ft-spid-T68571922,sector 15,independent,1.07,11889.0,2.0,2.0,1,servant room,1.0,Old Property,It is located at the central location and is the most developing area. Good connectivity and infrastructure facilities,T68571922,900.0,0.0,1.0,0.0,0.0,0.0,0.0
2 BHK Flat in Sector 108 Gurgaon,flat,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-experion-the-heartsong-sector-108-gurgaon-1283-sq-ft-r16-spid-V50058800,sector 108,experion the heartsong,0.9,7015.0,2.0,3.0,3,"others,servant room",7.0,Relatively New,"A beautiful 2 bhk apartment in sector-108, gurgaon. The property is a part of experion the heartsong. It is a resale property in a promising locality. This well-Designed new property is ready to move in. It is located on the 7th floor. The property ownership is freehold type and has a super built-Up area of 1283 sq. Ft. The price of the property is estimated at rs. 90 lakhs and per unit area cost is at rs. 7014 per sq. Ft. The apartment is 1-5 year old. The apartment has vitrified flooring. With 3 balcony(s) and 3 bathroom(s), the apartment has quality features such as club house/community center, fitness center/gym, lift(s), swimming pool, park, rain water harvesting, visitor parking, security/fire alarm, intercom facility and water storag. It is a feng shui/vaastu compliant property. The apartment is semifurnished. It is a north-East facing property and overlooks a 75 meter wide road. Corner property located in a gated society. Full power back up. 1 covered parking. The brokerage amount is 1% of the total property price.
 
 
 
 
 
 
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",V50058800,1162.0,0.0,1.0,0.0,0.0,1.0,0.0
