property_name,property_type,link,sector,society,price,price_per_sqft,bedRoom,bathroom,balcony,additionalRoom,floorNum,agePossession,description,property_id,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type
3 BHK Flat in Sector 63A Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-birla-navya-sector-63-a-gurgaon-2400-sq-ft-r1-spid-W66533824,sector 63a,birla navya,3.7,15417.0,3.0,3.0,3+,not available,1.0,Under Construction,Premium unit in birla navya drisha 1 with basement,W66533824,2667.0,0.0,0.0,0.0,0.0,0.0,0.0
2 BHK Flat in Sector 61 Gurgaon,flat,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-smart-world-orchard-sector-61-gurgaon-1200-sq-ft-r1-spid-D67228138,sector 61,smart world orchard,1.5,12500.0,2.0,2.0,2,study room,2.0,Under Construction,"Very good location opposite to grand hayat. Golf course extension road, near to metro and school",D67228138,1333.0,1.0,0.0,0.0,0.0,0.0,0.0
2 BHK Flat in Sohna,flat,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-park-sohna-gurgaon-830-sq-ft-spid-L70187378,sector nearby sohna road,signature global park,0.54,6506.0,2.0,2.0,1,not available,2.0,Relatively New,Residential apartment for sell.Located in sohna.The property has 2 bedrooms with 2 bathrooms .Available at an expected price of rs 5400000.Located on 2nd floor out of the 4 the property comes with a good construction quality which ages 1-5 years old property,L70187378,922.0,0.0,0.0,0.0,0.0,0.0,0.0
4 BHK Flat in Sector 92 Gurgaon,flat,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-sare-homes-sector-92-gurgaon-2057-sq-ft-spid-V69811272,sector 92,sare homes,1.1,5348.0,4.0,4.0,3,servant room,4.0,Relatively New,"Sare homes is one of the most popular destination for buying apartments/ flats in sector 92 gurgaon. You too can be a part of this society by purchasing this 4 bhk flat here. This is a north-East-Facing property. The floor plan additionally contains 4 bedroom(s), 4 bathrooms and 3 balconies. All in all, the flat is spread over a carpet area of 2057 sq.Ft. The property is located on the 4th floor of a 21 floors tall building. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move. The flat comes well built with wood flooring options. Sare homes is designed very well to provide modern facilities such as maintenance staff, park, visitor parking, lift(s), water softening plant, shopping centre, swimming pool and fitness centre / gym. Borewell/tank provides a regular supply of water to this residential project.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",V69811272,2286.0,0.0,1.0,0.0,0.0,0.0,0.0
4 Bedroom House for sale in Sector 48 Gurgaon,house,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vipul-tatvam-villa-sector-48-gurgaon-4000-sq-ft-spid-M69102772,sector 48,vipul tatvam villa,8.5,21250.0,4.0,5.0,3+,"pooja room,study room,servant room,others",2.0,Moderately Old,"Do you wish to buy an independent house in sector 48 gurgaon. This 4 bhk house looks like an ideal choice for somebody looking for peace of mind. The floor plan additionally contains 4 bedrooms, 5 bathrooms and more than 3 balconies. All in all, the independent house is spread over a super built up area of 4000 sq.Ft. The houses comes with dedicated 3 open parking space(s) where you can easily park your vehicle(s). As the property is already ready to move, so you can easily move into this 5-10 years old house. This house is owned under leasehold contract. By paying just  8.5 crore, you can become the proud owner of this independent house.",M69102772,4000.0,1.0,1.0,0.0,1.0,1.0,2.0
4 BHK Flat in Sector 111 Gurgaon,flat,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-puri-diplomatic-greens-sector-111-gurgaon-2950-sq-ft-spid-N68299678,sector 111,puri diplomatic greens,3.65,12373.0,4.0,5.0,3+,servant room,17.0,Moderately Old,"Looking for a 4 bhk property for sale in gurgaon? Buy this 4 bhk flat in puri diplomatic greens that is situated in sector 111 gurgaon. This residential flat is east-Facing direction. The flat occupies a super built up area of 2950 sq.Ft. That consists of 4 bedrooms, 5 bathrooms and more than 3 balconies. The flat has a total of 21 floors and this property is situated on 17th floor. An added advantage of this 5-10 years old flat is that it is available for immediate possession as the project is already ready to move. The well built marble flooring enhances the aesthetic appeal of this flat. Puri diplomatic greens is designed very well to provide modern facilities such as swimming pool, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), maintenance staff, visitor parking, shopping centre and water softening plant. The housing society ensures a continuous supply of water to your flat from municipal corporation.
 Additional details :The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
No power backup is available.
The society has dedicated security guards for every tower.",N68299678,2672.0,0.0,1.0,0.0,0.0,0.0,2.0
3 BHK Flat in Sector 65 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-emerald-floors-premier-sector-65-gurgaon-1650-sq-ft-spid-X69883900,sector 65,emaar mgf emerald floors premier,2.29,13879.0,3.0,4.0,3+,"servant room,study room",2.0,Relatively New,"A 3,4bedroom resale flat, located in sector-65, gurgaon, is available. It is a ready to move in unfurnished flat located in emaar mgf emerald floors premier. Situated in a prominent locality, it is a brand new property, which is in its prime condition.Aesthetically designed with vitrified flooring, this property has 3 bathroom(s). The property also has 3 balcony(s) and study room and servant room. The flat faces the east direction and has a good view of the locality. The flat is a freehold property and has a super built-Up area of 1650 sq. Ft. The flat is located in a gated society and offers good security. It offers a number of important facilities like club house/community center, fitness centre/gym, intercom facility, lift(s), shopping centre, piped-Gas, swimming pool, park, visitor parking, water storage, security/fire alarm, private garden/terrace, water purifier, internet/wi-Fi connectivity, security personnel, waste disposal and rain water harvesting. The
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.",X69883900,1833.0,1.0,1.0,0.0,0.0,0.0,1.0
3 BHK Flat in Sector 33 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-unitech-the-residences-sector-33-gurgaon-1570-sq-ft-r1-spid-V65879520,sector 33,unitech the residences,1.55,9873.0,3.0,4.0,1,servant room,1.0,Relatively New,"Central garden full view.
Good ventilation.
Morning sunlight till afternoon in master bedroom and attached room.
First floor, makes both stairs and lift use easier.
Lively atmosphere and safe for kids.
24*7 power backup.
Location close to gurgaon highway.
Power backup",V65879520,1422.0,0.0,1.0,0.0,0.0,0.0,0.0
2 BHK Flat in Sector 79 Gurgaon,flat,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-godrej-101-sector-79-gurgaon-1572-sq-ft-spid-W66928082,sector 79,godrej,1.29,8206.0,2.0,2.0,3,not available,4.0,New Property,"This is your chance to own a 2 bhk residential apartment in godrej 101, sector 79 gurgaon, gurgaon, haryana where luxury comes with affordability.
Basic details:
You will love this bright and spacious 2 bedroom apartment with 2 bathrooms, spacious hall and 3 balconies. The balcony offers a great view and is a place to enjoy at any time. This house provides ample natural light and has good ventilation that invites comfort. 
Furnishings and amenities:
This impeccable house is spread across an area of 1572 sq. Ft. There is plenty of room for the whole family to enjoy. The unit has spacious interiors. 
The property is a quality construction. 
Location:
The prime location provides residents with access to the very best that this city has to offer. The property is situated close to all the basic amenities. It is close to the main road making it highly accessible.
-Major banks and atms within proximity
-Schools within a close radius
-Easy access to public transportWait no more and schedule a tour today.
For more details, kindly contact the owner.",W66928082,1424.0,0.0,0.0,0.0,0.0,0.0,0.0
3 BHK Flat in Sector 1 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sector-1-gurgaon-2200-sq-ft-spid-U69074620,sector 1,dnha cghs,0.85,3864.0,3.0,3.0,0,not available,5.0,Moderately Old,Best in class property available at sector 1 location in gurgaon,U69074620,2200.0,0.0,0.0,0.0,0.0,0.0,0.0
3 BHK Flat in Sector 77 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-palm-heights-sector-77-gurgaon-2025-sq-ft-spid-K70140264,sector 77,emaar palm heights,1.79,8840.0,3.0,3.0,3,servant room,1.0,New Property,"Check out this 3 bhk apartment for sale in emaar palm heights, a popular residential project that houses in-Demand flats in sector 77 gurgaon. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 3 balconies. All in all, the flat is spread over a super built up area of 2025 sq.Ft. This flat is situated on the 1st floor of this 24 floors tall residential building. This is a ready to move project and the property is 0-1 year old.",K70140264,1600.0,0.0,1.0,0.0,0.0,0.0,2.0
3 BHK Flat in Sector 109 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-raheja-atharva-sector-109-gurgaon-2318-sq-ft-spid-O69310644,sector 109,raheja atharva,2.2,9491.0,3.0,3.0,2,servant room,7.0,Moderately Old,"Its huge size three bedroom apartmant with three toilets on main dwarka express way, near concient mall and gyananda school. Middle floor with modular kitchen and ac allready installed .
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",O69310644,2576.0,0.0,1.0,0.0,0.0,0.0,2.0
2 BHK Flat in Sector 90 Gurgaon,flat,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shree-vardhman-flora-sector-90-gurgaon-1300-sq-ft-spid-N69126336,sector 90,shree vardhman flora,0.65,4962.0,2.0,2.0,3,study room,11.0,Relatively New,"A large green area in society nearby mall market school hospital and dwarka express way and imt manesar industrial area. All amenities like car parking security cabin indoor games landscape garden reflexology park etc.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Partial power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",N69126336,1225.0,1.0,0.0,0.0,0.0,0.0,2.0
4 BHK Flat in Sector 104 Gurgaon,flat,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-puri-emerald-bay-sector-104-gurgaon-2450-sq-ft-spid-O69883296,sector 104,puri emerald bay,2.55,10408.0,4.0,4.0,3+,servant room,5.0,Relatively New,"Check out this 4 bhk apartment for sale in puri emerald bay, a popular residential project that houses in-Demand flats in sector 104 gurgaon. The flat occupies a super built up area of 2450 sq.Ft. That consists of 4 bedrooms, 4 bathrooms and more than 3 balconies. The residential building has 29 floors in total and the flat for sale is located on the 5th floor. Being a ready to move project, you can expect immediate possession of this 1-5 years old property.",O69883296,2304.0,0.0,1.0,0.0,0.0,0.0,0.0
3 BHK Flat in Sector 67 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-merlin-sector-67-gurgaon-2400-sq-ft-spid-H69409856,sector 67,m3m merlin,3.5,14583.0,3.0,4.0,3,"servant room,store room",17.0,Relatively New,"This 3 bhk apartment is available for sale in m3m merlin, one of the most prominent projects for flats in sector 67 gurgaon. This residential flat is north-East-Facing direction. The flat occupies a super built up area of 2400 sq.Ft. That consists of 3 bedrooms, 4 bathrooms and 3 balconies. This flat lies on the 17th level of a 25 storey building. As the project is already ready to move, so you can easily move into this 1-5 years old property. The floor of this flat is beautifully designed using granite flooring, giving the flat an alluring look. M3m merlin is designed very well to provide modern facilities such as swimming pool, security personnel, maintenance staff, shopping centre, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), visitor parking and water softening plant. The housing society ensures a continuous supply of water to your flat from municipal corporation and borewell/tank.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",H69409856,2226.0,0.0,1.0,1.0,0.0,0.0,2.0
2 BHK Flat in Sohna,flat,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-hcbs-sports-ville-sohna-gurgaon-750-sq-ft-spid-O68368424,sector nearby sohna road,hcbs sports ville,0.38,5067.0,2.0,2.0,2,not available,9.0,Relatively New,Best in class property available at sohna location in gurgaon,O68368424,750.0,0.0,0.0,0.0,0.0,0.0,0.0
4 Bedroom House for sale in DLF Phase 1,house,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-plots-dlf-city-phase-1-gurgaon-3240-sq-ft-spid-K69941982,sector 26,dlf city plots,12.5,38580.0,4.0,5.0,2,"servant room,study room",2.0,Moderately Old,"4 bhk park facing, north east facing at very prime location in dlf phase 1 gurgaon. Call for more details and price.We yug properties based in dlf phase 1 and dealing in plot , kothi and in independent floor in dlf phase 1, 2, 3, 4. We have wide range of option on the best price",K69941982,3240.0,1.0,1.0,0.0,0.0,0.0,2.0
5 Bedroom House for sale in Sector 50 Gurgaon,house,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-ss-hibiscus-sector-50-gurgaon-5850-sq-ft-spid-M69250532,sector 50,ss hibiscus,12.25,20940.0,5.0,7.0,3+,"pooja room,study room,servant room,others",1.0,Relatively New,"Rare inventory 
Ss hibiscus villa 
650 yards 
Carpet area 7034sq.Ft 
Duplex format villa 
Corner villa 
5bhk attached bathrooms, powder room, servant room and store room 
Superb location 
Demand :- 12.25cr 
For site visit please call me...
Jay waghela 
Allegiant group 
Unitech business zone 
Nirvana country",M69250532,5850.0,1.0,1.0,0.0,1.0,1.0,2.0
4 BHK Flat in Sector 85 Gurgaon,flat,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-ss-the-leaf-sector-85-gurgaon-2812-sq-ft-r3-spid-H66299578,sector 85,ss the leaf,2.2,6934.0,4.0,5.0,3+,not available,4.0,Relatively New,"Ss the leaf is offering a 4bhk apartment in sector 85 gurgaon at a price range of 2.20 cr with an area of 2812 sq. Ft. A ready to move 4 bedroom apartment, located in sector-85, gurgaon, is available. It is a semi-Furnished apartment, situated in a prominent locality. The apartment is on the 12th floor of the building. Aesthetically designed with vitrified flooring, this property has 4 bedrooms, 4 balcony, and 5 toilets. The flat faces the north direction and has a good view of the locality.
 Additional details :The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",H66299578,2547.0,0.0,0.0,0.0,0.0,0.0,0.0
2 BHK Flat in Sector 103 Gurgaon,flat,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ansal-housing-highland-park-sector-103-gurgaon-1361-sq-ft-r3-spid-E56157708,sector 103,ansal housing highland park,0.88,6428.0,2.0,2.0,3,not available,3.0,New Property,Residential apartment for sell.The property has 2 bedrooms with 2 bathrooms .It is a unfurnished property.Located in sector-103 gurgaon.Available at an expected price of rs 8750000.Located on 3rd floor out of the 12,E56157708,1233.0,0.0,0.0,0.0,0.0,0.0,0.0
3 Bedroom House for sale in Sector 49 Gurgaon,house,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-eros-rosewood-city-sector-49-gurgaon-2000-sq-ft-r1-spid-V68912558,sector 49,eros rosewood city,4.05,20769.0,3.0,3.0,3,"servant room,store room",2.0,Moderately Old,"3bhk duplex villa for sale in rosewood city full powerbackup, gated community",V68912558,2000.0,0.0,1.0,1.0,0.0,0.0,0.0
4 BHK Flat in Sector 104 Gurgaon,flat,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-ats-triumph-sector-104-gurgaon-6500-sq-ft-spid-W69548040,sector 104,ats triumph,4.45,6846.0,4.0,5.0,3+,not available,27.0,Relatively New,"Ats triumph is one of the most popular destination for buying apartments/ flats in sector 104 gurgaon. You too can be a part of this society by purchasing this 4 bhk flat here. This is a north-Facing property. The floor plan additionally contains 4 bedroom(s), 5 bathrooms and more than 3 balconies. All in all, the flat is spread over a carpet area of 6500 sq.Ft. This flat lies on the top level of a 27 storey building. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move. The beautifully designed vitrified flooring enhances the beauty of the flat. Ats triumph is designed very well to provide modern facilities such as swimming pool, water softening plant, security personnel, maintenance staff, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s) and visitor parking. The society provides continuous water supply from municipal corporation.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",W69548040,7222.0,0.0,0.0,0.0,0.0,0.0,0.0
3 BHK Flat in Sector 67 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ireo-victory-valley-sector-67-gurgaon-2411-sq-ft-r1-spid-F68711924,sector 67,ireo victory valley,3.05,12650.0,3.0,3.0,3+,servant room,21.0,Relatively New,"Ireo victory valley unit for sale on very urgent basis area 2436 sqft. 3bhk servant room. This unit available on middle floor and park facing unit. There are all modern facility available in this project like that 100% power backup, swimming pool, club, gym, green park, basement covered car parking 24*7 hour security and shopping complex. This is a very good location and very good connectivity for metro station, nh-8, mg road, sohna road and golf course road. If you interested for this property so please call for more detail.
 
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",F68711924,2030.0,0.0,1.0,0.0,0.0,0.0,2.0
3 BHK Flat in Sector 108 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-experion-the-heartsong-sector-108-gurgaon-2338-sq-ft-r13-spid-H53750408,sector 108,experion the heartsong,2.0,8554.0,3.0,3.0,3+,servant room,14.0,Relatively New,"This 3 bhk flat in sector-108 gurgaon, gurgaon is available for sale. It has 4 bathrooms.
 The furnishings include 5ac. The more than 3 balconies keep the apartment well ventilated. The apartment is spacious with a super built up area of 2338 sq.Ft.
 It also has a servant room.
 Located on the 10th floor of 14 floors, the expected price of this apartment is rs 2 crore (Rs. 8554.00 per sq.Ft.)(All inclusive).
 The freehold property offers 1 covered parking.
 
 
 
 
 
 
 
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",H53750408,2118.0,0.0,1.0,0.0,0.0,0.0,0.0
3 BHK Flat in Sector 108 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-raheja-vedaanta-sector-108-gurgaon-1833-sq-ft-spid-F69668674,sector 108,raheja vedaanta,0.85,4637.0,3.0,3.0,2,servant room,2.0,Relatively New,"Check out this 3 bhk apartment for sale in raheja vedaanta, a popular residential project that houses in-Demand flats in sector 108 gurgaon. The flat is over 1833 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 2 balconies. This flat is situated on the top floor of this 2 floors tall residential building. Being a ready to move project, you can expect immediate possession of this 1-5 years old property. The flat will offer a modern lifestyle as it is presented with many of the amenities such as swimming pool, grocery shop, security personnel, maintenance staff, shopping centre, club house / community center, cctv surveillance, fitness centre / gym, park and lift(s).
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",F69668674,1500.0,0.0,1.0,0.0,0.0,0.0,0.0
3 BHK Flat in Sector 84 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1725-sq-ft-spid-F69199464,sector 84,antriksh heights,0.9,6207.0,3.0,3.0,3+,not available,12.0,Relatively New,"Check out this 3 bhk apartment for sale in antriksh heights, a popular residential project that houses in-Demand flats in sector 84 gurgaon. This property faces the east direction. Containing 3 bedroom(s), 3 bathrooms and more than 3 balconies, this flat is spread over a super built up area of 1725 sq.Ft. This flat lies on the 12th level of a 19 storey building. As the project is already ready to move, so you can easily move into this 1-5 years old property. The floor of this flat is beautifully designed using marble flooring, giving the flat an alluring look. This residential property is situated near close to school. Antriksh heights is designed very well to provide modern facilities such as swimming pool, grocery shop, cctv surveillance, club house / community center, fitness centre / gym, park, lift(s), maintenance staff, visitor parking, water softening plant, shopping centre and security personnel. The housing society ensures a continuous supply of water to your flat from municipal corporation and borewell/tank.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",F69199464,1525.0,0.0,0.0,0.0,0.0,0.0,0.0
3 BHK Flat in Sector 112 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-experion-windchants-sector-112-gurgaon-2802-sq-ft-spid-K70137958,sector 112,experion windchants,3.75,13383.0,3.0,3.0,2,servant room,21.0,Relatively New,"Experion windchants 2802sqft - 3 bhk servant.
Tower 3 higher floor
Call now for site visit and hassle-Free transaction. Project usp
Upcoming dwarka expressway 1 minute
Delhi 1 minute
Sector 114 dedicated retail & commercial sector 1 minute
International convention centre 5 minutes
Airport 10 minutesThis is a turnkey project constructed and finished by l&t. A climate-Friendly apartment with double-Glazed glasses and sandwich walls.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.",K70137958,2225.56,0.0,1.0,0.0,0.0,0.0,2.0
3 BHK Flat in Sector 109 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-brisk-lumbini-terrace-homes-sector-109-gurgaon-2267-sq-ft-spid-E68931654,sector 109,brisk lumbini terrace homes,1.5,6617.0,3.0,3.0,1,servant room,4.0,New Property,One of the best location of dwarka expressway,E68931654,2519.0,0.0,1.0,0.0,0.0,0.0,0.0
9 Bedroom House for sale in Palam Vihar Extension,house,https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-palam-vihar-extension-gurgaon-1215-sq-ft-spid-X68234360,sector 2,independent,1.0,8230.0,3.0,7.0,3+,pooja room,3.0,Moderately Old,Interested to sell independent house/villa.Placed at palam vihar extension. Nice semifurnished enhancing decorit has spacious 9 bedrooms and 7 bathrooms. Want to sell it for rs 10000000.It is a 5-10 years old property construction is frame structure.,X68234360,1215.0,0.0,0.0,0.0,1.0,0.0,0.0
2 BHK Flat in Sector 92 Gurgaon,flat,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sare-crescent-parc-sector-92-gurgaon-1000-sq-ft-r8-spid-E25612167,sector 92,sare crescent parc,0.5,5000.0,2.0,2.0,2,others,2.0,Relatively New,"The property is a 2bhk flat in sare crescent parc project. Apartment size is 1001 sq ft and faces the exclusive green area and club. The club house boasts of a functional pool, fully equipped gymnasium, landscaped gardens and banquet hall. The project has total of 2,500+ apartments across various phases and would also have primary schools, nursery schools and high school within the project. The builder has given offer of possession for 2 phases so far and more than 500 families are staying in the project.
The property is situated in a g+3 low-Rise tower with lifts. The property is situated on 2nd floor and has good view of the club, children playing area and landscaped greens.
The property also has a reserved basement car parking.",E25612167,906.0,0.0,0.0,0.0,0.0,1.0,0.0
2 BHK Flat in Sector 108 Gurgaon,flat,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-raheja-the-vedaanta-floors-sector-108-gurgaon-1548-sq-ft-spid-O69677112,sector 108,raheja the vedaanta floors,0.7,4522.0,2.0,2.0,3,not available,1.0,Moderately Old,Park and sun facing during winter,O69677112,1720.0,0.0,0.0,0.0,0.0,0.0,2.0
3 BHK Flat in Sector 70 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shree-vardhman-victoria-sector-70-gurgaon-1950-sq-ft-spid-F69936886,sector 70,shree vardhman victoria,1.63,8359.0,3.0,5.0,3,servant room,12.0,Relatively New,"This lovely 3 bhk apartment/flat in sector 70 gurgaon is available for sale in one of gurgaon's most popular projects, shree vardhman victoria. This residential flat is east-Facing direction. The flat is over 1950 sq.Ft. Super built up area and comes with 3 bedroom(s), 5 bathrooms and 3 balconies. The property is located on the 12th floor of a 18 floors tall building. As the project is already ready to move, so you can easily move into this 1-5 years old property. Many of the modern amenities being offered, like swimming pool, water softening plant, grocery shop, shopping centre, cctv surveillance, club house / community center, fitness centre / gym, park and lift(s), will provide a pleasant living experience for you.",F69936886,1528.0,0.0,1.0,0.0,0.0,0.0,0.0
3 BHK Flat in Sector 85 Gurgaon,flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-orris-aster-court-premier-sector-85-gurgaon-2120-sq-ft-spid-Y69612194,sector 85,orris aster court premier,1.38,6509.0,3.0,4.0,2,servant room,6.0,Relatively New,Ne facing apartment with open view. All rooms have ac units fitted. All 3 bedrooms with wooden flooring and cupboards.,Y69612194,1616.0,0.0,1.0,0.0,0.0,0.0,0.0
2 BHK Flat in Sector 102 Gurgaon,flat,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sector-102-gurgaon-915-sq-ft-spid-P69078414,sector 102,shapoorji pallonji joyville gurugram,0.95,10383.0,2.0,2.0,2,not available,14.0,Relatively New,Multistorey apartment is available for sale. It is a good location property. Please contact for more details. Shapoorji pallonji joyville gurugram sector 102,P69078414,915.0,0.0,0.0,0.0,0.0,0.0,0.0
5 Bedroom House for sale in Sector 14 Gurgaon,house,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sector-14-gurgaon-2250-sq-ft-spid-E69326398,sector 14,independent,4.15,18444.0,5.0,4.0,2,not available,2.0,Old Property,250 sqyds independent house for sale in sector 14 gurgaon. Close to huda market. 2 floors built up. Confirm deal.,E69326398,2250.0,0.0,0.0,0.0,0.0,0.0,2.0
4 BHK Flat in Sector 91 Gurgaon,flat,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-tarc-maceo-sector-91-gurgaon-2320-sq-ft-spid-Q70100554,sector 91,tarc maceo,1.8,7759.0,4.0,3.0,3+,"pooja room,study room",0.0,Relatively New,Fully furnished property for sale,Q70100554,2578.0,1.0,0.0,0.0,1.0,0.0,1.0
1 BHK Flat in Sohna,flat,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-breez-global-heights-sohna-gurgaon-399-sq-ft-spid-K64745980,sector nearby sohna road,breez global heights,0.28,7143.0,1.0,1.0,1,not available,4.0,New Property,"Pre leased rented property to gd goenka university students for three years. Rent is 13000 per
 Month.",K64745980,443.0,0.0,0.0,0.0,0.0,0.0,1.0
